Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins,Source
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.251,0.048,0.299,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.158,0.044,0.202,3,3,1,3,1,0
1,0,0.0,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.193,0.043,0.237,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.221,0.042,0.263,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.015,0.0,0.015,3,3,1,3,1,0
0,0,0.099,0.02,0.119,3,3,1,3,1,0
1,0,0.0,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.01,0.0,0.01,3,3,1,2,1,0
0,0,0.173,0.037,0.21,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.01,0.0,0.01,3,3,1,2,1,0
0,0,0.222,0.028,0.25,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.213,0.316,0.528,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.179,0.048,0.227,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.007,0.0,0.007,2,3,1,2,1,0
0,0,0.186,0.034,0.221,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,2,3,1,2,1,0
0,0,0.129,0.028,0.157,3,3,1,3,1,0
1,0,0.0,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.259,0.049,0.308,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.032,0.436,0.468,3,3,1,3,1,0
1,0,0.0,0.002,0.002,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,2,1,0
3,1,0.007,0.0,0.007,2,3,1,1,1,0
0,0,0.08,0.11,0.19,3,3,1,3,1,0
1,0,0.0,0.001,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,2,3,1,2,1,0
0,0,0.115,0.18,0.295,3,3,1,3,1,0
1,0,0.0,0.001,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,2,1,0
0,0,0.05,0.174,0.225,3,3,1,3,1,0
1,0,0.0,0.001,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,2,1,0
0,0,0.043,0.156,0.199,3,3,1,3,1,0
1,0,0.0,0.001,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,2,1,0
0,0,0.058,0.048,0.106,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,2,1,0
0,0,0.069,1.135,1.204,3,3,1,3,1,0
1,0,0.0,0.005,0.005,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.115,0.046,0.162,3,3,1,3,1,0
1,0,0.0,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,2,1,0
3,1,0.076,0.0,0.076,2,3,1,1,1,0
0,0,0.094,0.026,0.12,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.012,0.0,0.012,2,3,1,2,1,0
0,0,0.086,0.028,0.114,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.046,0.054,0.1,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,2,1,0
0,0,0.04,0.019,0.059,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,2,1,0
0,0,0.056,0.018,0.074,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.068,0.02,0.088,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,2,1,0
0,0,0.041,0.031,0.072,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,2,1,0
0,0,0.059,0.033,0.092,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,3,1,0
0,0,0.049,0.031,0.08,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,2,1,0
0,0,0.087,0.045,0.133,3,3,1,3,1,0
1,0,0.0,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,2,1,0
0,0,0.049,0.132,0.181,3,3,1,3,1,0
1,0,0.0,0.001,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,2,1,0
0,0,0.065,0.019,0.084,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,2,1,0
0,0,0.216,0.193,0.409,3,3,1,4,1,0
1,0,0.001,0.001,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.011,0.0,0.011,3,3,1,2,1,0
0,0,0.217,0.22,0.437,3,3,1,3,1,0
1,0,0.001,0.002,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.017,0.0,0.017,3,3,1,3,1,0
0,0,0.221,0.755,0.976,3,3,1,3,1,0
1,0,0.001,0.006,0.006,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.281,0.232,0.513,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.015,0.0,0.015,3,3,1,2,1,0
0,0,0.217,0.249,0.466,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.109,0.0,0.109,4,3,1,5,1,0
0,0,0.286,0.201,0.488,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.256,0.097,0.353,3,3,1,3,1,0
1,0,0.001,0.001,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.3,0.05,0.35,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.24,0.079,0.319,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.012,0.0,0.012,3,3,1,3,1,0
0,0,0.258,0.051,0.309,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.01,0.0,0.01,3,3,1,2,1,0
0,0,0.17,0.063,0.233,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.006,0.0,0.006,3,3,1,2,1,0
0,0,0.432,0.116,0.548,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.018,0.0,0.018,4,3,1,1,1,0
0,0,0.309,0.201,0.51,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.013,0.0,0.013,3,3,1,2,1,0
0,0,0.382,0.046,0.428,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.016,0.0,0.016,3,3,1,2,1,0
0,0,0.303,0.084,0.387,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.205,0.009,0.214,3,3,1,4,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.005,0.0,0.005,3,3,1,3,1,0
0,0,0.169,0.059,0.228,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.222,0.176,0.399,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.02,0.0,0.02,4,3,1,4,1,0
0,0,0.243,0.034,0.277,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.021,0.0,0.021,3,3,1,4,1,0
0,0,0.278,0.017,0.296,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.034,0.0,0.034,4,3,1,4,1,0
0,0,0.264,0.053,0.317,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.014,0.0,0.014,3,3,1,3,1,0
0,0,0.183,0.029,0.212,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.049,0.0,0.049,3,3,1,3,1,0
0,0,0.224,0.092,0.316,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.033,0.0,0.033,4,3,1,4,1,0
0,0,0.377,0.069,0.447,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,2,1,0
3,1,0.04,0.0,0.04,3,3,1,3,1,0
0,0,0.309,0.058,0.367,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.014,0.0,0.014,3,3,1,2,1,0
0,0,0.292,0.097,0.389,3,3,1,3,1,0
1,0,0.001,0.001,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.014,0.0,0.014,3,3,1,2,1,0
0,0,0.215,0.031,0.245,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.014,0.0,0.014,3,3,1,2,1,0
0,0,0.246,0.021,0.267,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,4,1,0
3,1,0.021,0.0,0.021,4,3,1,4,1,0
0,0,0.47,0.018,0.488,3,3,1,3,1,0
1,0,0.002,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.013,0.0,0.013,3,3,1,3,1,0
0,0,0.346,0.058,0.405,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.017,0.0,0.017,3,3,1,3,1,0
0,0,0.293,0.054,0.347,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.011,0.0,0.011,3,3,1,2,1,0
0,0,0.086,0.007,0.093,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.005,0.0,0.005,3,3,1,2,1,0
0,0,0.075,0.01,0.086,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,2,1,0
0,0,0.067,0.005,0.072,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,2,3,1,2,1,0
0,0,0.099,0.007,0.106,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.004,0.0,0.004,2,3,1,2,1,0
0,0,0.108,0.008,0.116,3,3,1,4,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,2,1,0
0,0,0.283,0.026,0.309,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.15,0.009,0.159,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.173,0.071,0.245,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.086,0.059,0.145,3,3,1,3,1,0
1,0,0.0,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.015,0.0,0.015,2,3,1,1,1,0
0,0,0.192,0.008,0.2,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.015,0.0,0.015,2,3,1,1,1,0
0,0,0.249,0.063,0.312,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.011,0.0,0.011,3,3,1,2,1,0
0,0,0.154,0.102,0.256,3,3,1,3,1,0
1,0,0.001,0.001,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.006,0.0,0.006,3,3,1,3,1,0
0,0,0.241,0.251,0.492,3,3,1,3,1,0
1,0,0.001,0.002,0.003,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.038,0.0,0.038,4,3,1,4,1,0
0,0,0.276,0.821,1.097,3,3,1,3,1,0
1,0,0.001,0.005,0.006,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.013,0.0,0.013,3,3,1,4,1,0
0,0,0.294,0.248,0.542,3,3,1,3,1,0
1,0,0.001,0.002,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.016,0.0,0.016,3,3,1,2,1,0
0,0,0.325,0.507,0.832,3,3,1,3,1,0
1,0,0.001,0.003,0.004,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.033,0.0,0.033,3,3,1,2,1,0
0,0,0.366,0.197,0.563,3,3,1,3,1,0
1,0,0.001,0.002,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.013,0.0,0.013,3,3,1,2,1,0
0,0,0.259,0.1,0.359,3,3,1,3,1,0
1,0,0.001,0.001,0.002,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.012,0.0,0.012,3,3,1,3,1,0
0,0,0.231,0.301,0.532,3,3,1,3,1,0
1,0,0.001,0.002,0.003,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.059,0.0,0.059,4,3,1,5,1,0
0,0,0.127,0.048,0.174,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,3,1,0
0,0,0.15,0.109,0.258,3,3,1,3,1,0
1,0,0.001,0.001,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,3,1,0
0,0,0.204,0.054,0.258,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.011,0.0,0.011,4,3,1,1,1,0
0,0,0.108,0.256,0.365,3,3,1,3,1,0
1,0,0.0,0.001,0.002,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,3,1,0
0,0,0.127,0.04,0.168,3,3,1,3,1,0
1,0,0.0,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.006,0.0,0.006,4,3,1,2,1,0
0,0,0.082,0.173,0.256,3,3,1,3,1,0
1,0,0.0,0.001,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.01,0.0,0.01,4,3,1,2,1,0
0,0,0.235,0.39,0.626,3,3,1,3,1,0
1,0,0.001,0.003,0.004,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.203,3.139,3.342,3,3,1,3,1,0
1,0,0.001,0.019,0.02,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,4,1,0
0,0,0.244,0.2,0.444,3,3,1,4,1,0
1,0,0.001,0.002,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.005,0.0,0.005,3,3,1,2,1,0
0,0,0.252,0.103,0.355,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.01,0.0,0.01,3,3,1,3,1,0
0,0,0.061,0.077,0.138,3,3,1,3,1,0
1,0,0.0,0.001,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.006,0.0,0.006,3,3,1,3,1,0
0,0,0.0,0.0,0.0,4,3,1,5,1,0
1,0,0.0,0.0,0.0,4,3,1,5,1,0
2,0,0.0,0.0,0.0,4,3,1,5,1,0
3,1,0.0,0.0,0.0,4,3,1,5,1,0
0,0,0.158,0.0,0.158,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.005,0.0,0.005,3,3,1,4,1,0
0,0,0.101,0.0,0.101,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.129,0.0,0.129,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,4,1,0
0,0,0.141,0.0,0.141,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.005,0.0,0.005,4,3,1,4,1,0
0,0,0.186,0.0,0.186,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.005,0.0,0.005,3,3,1,4,1,0
0,0,0.14,0.0,0.14,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,4,3,1,4,1,0
0,0,0.199,0.0,0.199,3,3,1,3,1,0
1,0,0.002,0.0,0.002,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,4,1,0
3,1,0.005,0.0,0.005,4,3,1,4,1,0
0,0,0.084,0.0,0.084,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.002,0.0,0.002,4,3,1,4,1,0
0,0,0.176,0.0,0.176,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,4,1,0
3,1,0.004,0.0,0.004,3,3,1,4,1,0
0,0,0.056,0.0,0.056,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.001,0.0,0.001,4,3,1,4,1,0
0,0,0.129,0.0,0.129,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.151,0.0,0.151,2,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,2,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.284,0.0,0.284,2,3,1,2,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.004,0.0,0.004,4,3,1,4,1,0
0,0,0.152,0.0,0.152,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,4,1,0
0,0,0.296,0.0,0.296,2,3,1,2,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.005,0.0,0.005,4,3,1,4,1,0
0,0,0.206,0.0,0.206,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.004,0.0,0.004,4,3,1,4,1,0
0,0,0.197,0.0,0.197,2,3,1,2,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,4,1,0
0,0,0.103,0.0,0.103,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,4,3,1,4,1,0
0,0,0.877,0.0,0.877,4,3,1,1,1,0
1,0,0.003,0.0,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,4,1,0
3,1,0.002,0.0,0.002,3,3,1,4,1,0
0,0,0.653,0.0,0.653,4,3,1,4,1,0
1,0,0.002,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.004,0.0,0.004,4,3,1,4,1,0
0,0,0.713,0.0,0.713,4,3,1,2,1,0
1,0,0.003,0.0,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,4,1,0
3,1,0.044,0.0,0.044,4,3,1,5,1,0
0,0,1.376,0.0,1.376,4,3,1,4,1,0
1,0,0.003,0.0,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.021,0.0,0.021,4,3,1,5,1,0
0,0,0.309,0.0,0.309,4,3,1,3,1,0
1,0,0.005,0.0,0.005,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.008,0.0,0.008,4,3,1,5,1,0
0,0,1.394,0.0,1.394,4,3,1,1,1,0
1,0,0.032,0.0,0.032,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,2,1,0
3,1,0.013,0.0,0.013,4,3,1,5,1,0
0,0,0.258,0.0,0.258,3,3,1,3,1,0
1,0,0.002,0.0,0.002,4,3,1,2,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.005,0.0,0.005,4,3,1,4,1,0
0,0,0.182,0.0,0.182,4,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,2,1,0
3,1,0.003,0.0,0.003,4,3,1,4,1,0
0,0,0.529,0.0,0.529,4,3,1,4,1,0
1,0,0.003,0.0,0.003,4,3,1,2,1,0
2,0,0.0,0.0,0.0,4,3,1,4,1,0
3,1,0.003,0.0,0.003,3,3,1,4,1,0
0,0,0.65,0.0,0.65,2,3,1,2,1,0
1,0,0.002,0.0,0.002,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,2,1,0
3,1,0.005,0.0,0.005,3,3,1,3,1,0
0,0,0.177,0.0,0.177,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,4,1,0
